Column1,꽃,월,일,계절,꽃말,설명,이미지
615,라이스플라워,3,,봄,풍요로운 결실,"오스트레일리아가 원산지로 국화과 식물인 라이스 플라워는 꽃 모양이 쌀알처럼 생겼다고해서 붙여진 이름이예요. 잔잔한 화형이 꿈결같고, 라벤더나 장미를 연상시키는 개성있는 향기를 머금고 있는데 우리 나라에서는 '밥꽃풀' 이라는 이름으로 불리기도합니다.",https://file.honestflower.kr/media/images/ingredientimage/1714008203/1484_square.webp
508,마가렛,3,,봄,진실한 사랑,'사랑한다..' '사랑하지 않는다..' 그리스 신화에 나온 사랑을 점치는 꽃으로도 유명한 마가렛은 샛노란 중앙과 순백의 꽃잎이 매우 청순한 분위기를 자아내며 들판의 하늘거리는 꽃을 연상케 하는 매력적인 꽃입니다. 들꽃 같은 내츄럴 무드 또는 단아하고 청초하게 연출하고 싶을 때 아주 적합해요.,https://file.honestflower.kr/media/images/ingredientimage/1692262067/206_square.webp
645,목련,3,,봄,고귀함,우아하고 고급스러운 자태를 가진 목련은 여러 겹으로 되어있는 화피가 겨울 내에 개화를 기다리며 북쪽으로 기울며 자라다가 따듯한 봄 햇살에 그 얼굴을 드러내게 되는대요. 이맘때면 지그재그 많이 갈라져 뻗은 가지와 가지 끝에 맺힌 꽃봉오리의 화피가 한겹씩 벗겨지는 것을 감상하실 수 있습니다.,https://file.honestflower.kr/media/images/ingredientimage/1708924263/910_square.webp
284,미나리아재비,3,,봄,아름다운 인격,"당신은 매혹적이지만 때로는 연인에게 응석부리는 타입니다,",https://www.yakup.com/data/editor/pharmplus/201805/IkHG2WFrHdb8Y69l1TY.jpg
654,미니 글라디올러스,3,,봄,젊음,화려함과 청초함을 모두 겸비한 미니라스는 글라디올러스의 소형 품종으로 모양이 심플하고 동양적인 것이 특징이예요. 깔끔한 화형이 단아하지만 은은하게 화려한 무늬를 가지고 있으며 글라디올러스보다 꽃잎이 조금 두껍고 주름이 없어 조금 더 수수한 매력이 있습니다.,https://file.honestflower.kr/media/images/ingredientimage/1708996487/981_square.webp
52,바람꽃,3,,봄,"당신만이 볼 수 있어요, 덧없는 사랑",‘바람의 딸’이라는 이름과 걸맞게 바람과 가까운 높은 곳에 보금자리가 있다. 우리나라 바람꽃 종류는 대부분 봄에 피지만 오늘의 바람꽃만은 유일하게 여름에 꽃을 피운다. 그러니 이 봄이 바람꽃에게는 새로운 잉태를 위한 준비기간일 듯 싶다.사는 곳이 바람이 많이 불고 그늘이 지는 높은 지대이므로 여름에도 서늘한 조건을 갖추는 곳이면 화단용으로 이용할 수 있을 것으로 생각된다. 암석원이나 시원한 낙엽수 밑에 식재하면 좋을 듯 하다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0329-3.jpg
295,박하,3,,봄,미덕,"무슨 일에서건 우쭐대지 않은 겸허함이 당신의 장점이지만 때로는 손해보는 일도 있습니다.
그리스 신화에는 요정 멘타가 바람을 피우다 발각되어 죽은 후 땅에서 돋아난 꽃이 민트라는 이야기 가 있다. 작은 꽃 몇개가 뭉쳐서 둥근 형태를 만들고 그렇게 만든 둥근 형태 역시 작고 귀여운 이 꽃 은 시원함의 대명사로 통한다. 피곤할 기분을 상쾌하게 해주는 민트향... 푸른잎은 차와 함께 마시면 위장을 튼튼하게 해주며 정력제로도 효과가 있고, 어깨나 허리에 붙이면 근육통을 완화해 주는 효과 가 있다.",https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDdfMjkx/MDAxNTcwNDA1NjI2MTk5.Y0md_HWJDNrFLFPMOtuat5fUNEfsibS0ewWqQA_NsVEg.PuygbTd3WPH90vU3G8Z-svXt9d1rA8Ef86C7u-7OTcwg.JPEG.tmkor/1007-2.jpg?type=w800
298,벚꽃,3,,봄,인생의 출발,말만 번지르한 당신 솔직함을 내세운다면 외로움과는 거리가 멀어질 것입니다.,https://image.utoimage.com/preview/cp915404/2020/04/202004004851_500.jpg
31,벚나무,3,,봄,"정신의 아름다움, 가인","눈송이들이 가지마다 수북이 붙어있는 것 같은 모양으로 하얀 꽃들이 가득 피어 많은 사람들의 가슴에 환희를 준다. 대부분 봄꽃들처럼 남쪽에서부터 꽃이 피기 시작하는데 3월이면 제주에서부터 피기 시작한다. 전국 곳곳에서 밤낮을 가리지 않고 열리는 벚꽃축제만큼 봄을 만끽하는 꽃 축제도 드물지 않을까 싶다. 만개기가 지날 때 쯤 바람이라도 불면 꽃비 내리는 모습이 장관이다.봄이 왔음을 알려주는 나무로 주로 남부지역의 가로변, 공원의 조경수 및 정원수로 유명하다. 분재용으로 쓰기도 하며 가지를 잘라 꽃꽂이용으로 쓰기도 한다. 수피, 잎, 꽃잎 모두 약재로 쓰이기도 한다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0305-3.jpg
691,산당화,3,,봄,"열정,겸손","하얀 눈이 소복하게 내리는 속에 1월초부터 가장 먼저 꽃망울을 틔워내는 산당화.' 명자꽃', '아가씨나무' 등의 이름으로 불리워지는 산당화는 비교적 꽃망울을 틔워내기가 쉬워 집에서도 봄을 가장 먼저 느낄 수 있는 꽃나무입니다. 한폭의 동양화같은 여백의 미가 돋보이며, 특별한 손질없이도 90% 이상 개화확률을 자랑하여 초보에게도 추천합니다.",https://file.honestflower.kr/media/images/ingredientimage/1708924475/918_square.webp
32,산수유,3,,봄,"지속, 불변",봄에 가장 먼저 피는 노란 꽃을 꼽으라면 산수유와 생강나무 꽃이다. 그래서 이 둘은 우리에게 봄이 왔음을 알리는 대표적인 우리 자생식믈이다. 특히 산수유는 노란 요정들이 춤추듯 소담스럽게 피는 꽃도 예쁘지만 향기도 그윽하다. 가을에 달리는 빨간 열매와 잎의 단풍은 다시한번 아름다움을 보여 준다.정원이나 공원의 관상수로 흔히 식재되어 있다. 대군락을 이루는 이천이나 구례 등지에서는 해마다 산수유 축제가 열린다. 내한성은 강한 편이지만 공해에 약하고 음지에서는 견디질 못한다. 열매는 둥근 모양으로 8월에 빨갛게 익는데 예로부터 한약재로 이용되어 왔다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0306-1.jpg
692,산수유,3,,봄,영원불멸의 사랑,길게 뻗은 가지에 작고 노란 꽃송이가 잔잔히 피어나며 봄처녀같은 이미지를 가지고 있습니다. 가을철에 붉은 열매를 맺는 우리나라 전역에 자생하며 친근한 나무중에 하나인 산수유. 구례 지역에서는 산수유 축제가 매년 열릴 정도로 가장 먼저 이른 봄을 알리는 꽃나무입니다. 물올림이 중요하여 줄기 끝을 수직으로 칼집을 내어주세요.,https://file.honestflower.kr/media/images/ingredientimage/1708924491/919_square.webp
292,산옥잠화,3,,봄,사랑의 망각,"사랑하는 사람에게 교태를 부리거나 끈질기게 따라다니는 경향이 있습니다. 결국은 이용당하고 말 위
험도 없지 않으므로 자신있게 만나는 것이 중요합니다.",https://lh6.googleusercontent.com/proxy/t8MCNvNcFqPX7SgpEMSygvAhYjQFu6D5bu-44KjKehf1E2Acjw9Z0lrZ4bDvYd843aESEV_QJITB5WQZ0UL0XsICbTR7PejsInTQ5WHI_WplFe7ILdZUPsYk23XnBsYNSUVCi5fneEJ1Hmo
33,서향,3,,봄,"불멸, 명예","학명 중 속명인 Daphne는 희랍의 여신 이름에서 비롯되었으며, 종명이 odora인 것처럼 꽃에 향기가 있는데, 향기가 매우 강해 천리를 간다하여 천리향이라 부르기도 한다.남부지역에서는 밖에서 월동이 가능하여 정원용으로 이용할 수 있다. 암석정원이나 정원 울타리용으로 잘 어울린다. 중북부 지역에서는 화분에 심어 실내식물로 이용한다. 나무의 뿌리나 껍질, 나뭇잎 등은 약용으로 이용된다고 한다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0307-3.jpg
697,설유화,3,,봄,애교,"버드나무에 내린 눈꽃과 같다고 하여 이름이 붙여졌습니다 겨울~이른 봄을 맞이할 때에 기다려 볼 수 있는 동양적인 소재로, 늘어지는 나뭇가지의 섬세한 곡선과 눈송이처럼 달린 꽃과 잎으로 플로리스트들이 열광하는 소재 중 하나입니다. 물올림이 잘 되면, 꽃망울이 개화하며 점차 풍성하게 관상할 수 있고 꽃이 지면서 주변이 지저분해질 수 있습니다",https://file.honestflower.kr/media/images/ingredientimage/1708924528/921_square.webp
44,솜방망이,3,,봄,안전합니다.,"풀 전체가 은색 털로 덮여 있고 긴 꽃대 끝에 피어있는 꽃 전체의 형태가 둥근 모양새를 띠고 있어서 솜방망이라는 이름을 얻은 것 같다. 꽃대가 위로 곧추 서 쓰러질 것 같지만 대가 튼튼해 꽃말처럼 쓰러지지 않는다.하얀 솜털로 덮인 잎과 밝은 노란색 꽃이 조경용, 관상용으로 이용할 수 있다. 꽃이 지고나면 잎이 크게 자란다. 어린순은 식용을 쓰이고 꽃은 약용으로도 쓰인다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0318-1.jpg
