Column1,꽃,월,일,계절,꽃말,설명,이미지
770,쥬리고 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714007138/1481_square.webp
771,쥬밀리아 장미,6,,여름,사랑의 맹세,"가장자리 꽃잎에 물결모양이 섬세하게 표현되어있고, 꽃잎이 뒤집어져 그 웨이브가 더 돋보이는 것이 특징으로 그라데이션으로 물드는 핑크빛 음영이 아름다운 스탠다드 장미 중 하나예요. 스프레이 장미인 '제제벨 장미' 와는 컬러톤과 음영이 유사하여 사촌 지간으로 볼 수 있습니다.",https://file.honestflower.kr/media/images/ingredientimage/1692261782/2_square.webp
772,지이스 장미,6,,여름,"수줍음, 첫사랑의 고백",동글동글한 형태의 꽃송이가 사랑스러운 스프레이 장미로 겉떡잎은 아이보리-그린 빛을 띄고 있지만 개화하면서 점점 은은한 피치 컬러 색상을 즐길 수 있습니다. 부드러운 피치 컬러가 따뜻한 햇살과 잘 어울리며 푸른빛이 도는 겉잎을 깨끗하게 정리해 주면 장미 본연이 가진 컬러감이 더욱 깊어져요.,https://file.honestflower.kr/media/images/ingredientimage/1708917599/876_square.webp
492,지젤 장미,6,,여름,새로운 시작,노란색의 원색이 그대로 꽃에 표현된 지젤 장미는 화사한 분위기를 좋아하는 분들에게 딱이예요. 레몬 껍질의 샛노란색과 닮아 보기만해도 비타민이 충전되는 느낌입니다. 얼굴이 단단하며 알이 꽉 차있는 장미라 개화 시 얼굴이 활짝 피어나며 가시가 적은 품종으로 초보자 분들께도 추천드려요.,https://file.honestflower.kr/media/images/ingredientimage/1708917619/877_square.webp
773,차밍레이스 장미,6,,여름,당신은 매력적이예요,이름부터 '매력' 적인 차밍레이스 장미는 피어나기 전 봉오리 상태에서도 충분히 귀엽고 앙증맞지만 개화할수록 비누꽃이 생각나는 질감의 꽃잎을 가지고있어요. 점차 피어나면서 차밍레이스 본연의 컬러가 드러나는 순간 크기로는 무시할 수 없는 또 다른 매력을 발견하실거예요.,https://file.honestflower.kr/media/images/ingredientimage/1713312996/1428_square.webp
119,채송화,6,,여름,가련함,"채송화는 어렸을 때 앞마당이나 동네 공터에서 흔히 볼 수 있었던 식물이었지만 지금은 시골에서도 찾아보기 힘들다. 대신 주택 정원의 화단용으로 많이 심기고 있고 아파트 베란다에서 분화용으로 기르고 있다.키가 작고 낮게 옆으로 깔리기 때문에 화단용으로 좋다. 요즘 옥상정원이 유행하는데 옥상처럼 건조한 곳에 심는 소재로도 적당하다. 채송화 같은 다육식물(CAM)의 탄소동화작용은 특이하다. 대부분의 초본성 식물들은 낮에 광합성을 하여 동화산물을 축적하는데, 다육식물은 반대로 밤에 기공(식물이 숨쉬기 하는 구멍)을 열어 산소를 내보내고 이산화탄소를 몸에 저장하며 낮에는 기공을 닫아 호흡에 의한 에너지 손실을 최소화한다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0624-1.jpg
563,체리테시노 카네이션,6,,여름,사랑과 존경,"가정의 달에 가장 좋은 꽃 선물, 카네이션. 그 중에서도 스프레이 카네이션은 한 줄기의 여러 꽃송이가 달려있어 소량으로도 풍성한 연출이 가능해요. 다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워 입니다.",https://file.honestflower.kr/media/images/ingredientimage/1709689548/1172_square.webp
120,초롱꽃,6,,여름,"인도, 침묵",초롱꽃은 꽃 모양이 초롱을 닮아 예로부터 친근감이 있는 가장 한국적인 식물 중의 하나이다. 초롱꽃은 꽃이 화려하진 않지만 자생화 중에서 유난히 꽃이 크고 시원한 느낌을 주는 꽃이다.화단에 모아심어도 좋고 도로변이나 암석 틈 같은 곳에 심으면 참 잘 어울린다. 생장속도가 빨라 토양유실이 우려되는 경사면 같은 곳에 심어도 좋다. 꽃이 크고 꽃대가 곧은 편으로 꽃꽂이용으도 종종 쓰인다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0625-3.jpg
774,치어플 장미,6,,여름,당신을 응원해요,"발그레한 소녀의 볼처럼 핑크빛으로 물들어 사랑스러운 매력을 가졌어요. 안쪽은 짙은 핑크톤을, 겉잎은 옅은 핑크컬러의 투톤을 이루고 있어 유니크한 이미지와 빈티지한 무드를 동시에 가지고 있는 장미입니다. 장미의 이름과 꽃말에 담긴 의미처럼 바라보는 이의 일상을 응원하는 고마운 꽃입니다.",https://file.honestflower.kr/media/images/ingredientimage/1709012824/1099_square.webp
372,카네이션,6,,여름,정열,"사교가이며 재능이 풍부하지만 사랑에는 거절당하기 쉽군요. 서투른 표현이라도 좋습니다. 진심을 전 하는게 중요합니다.
오드리햅번이 출연했던 영화 중에 '한낮의 정사' 라는 것이 있습니다. 겉으로는 조숙했지만 실제로는 아무것도 알지 못하는 음악학교의 여학생. 그것이 오드리햅번의 역이었으며 상대는 세계적인 플레이 보이로 알려진 게리구퍼 입니다. 게리구퍼의 구애에 거드름을 피워보지만 이윽고 마음으로부터 열애 를 하고 마는 오드리햅번. 게리구퍼가 가슴에 꽃아 준 카네이션을 빼어 주위를 돌면서 태연하게 ""자- 또"" 하고 장난을 치지만 그립고 간절한 사랑에 빠진 오드리햅번은 그 카네이션을 냉장고에 넣어 언제 까지나 보관합니다. 영화는 흑백영화였지만 그 카네이션은 반드시 분홍색이었을 거라고 생각합니다. 왜냐하면 분홍색 카네이션만이 '정열, 당신을 열애합니다.' 라는 꽃말을 갖고 있기때문에...",https://image.kmib.co.kr/online_image/2024/0507/2024050717000939852_1715068810_0020074041.jpg
778,카림보 카네이션,6,,여름,사랑과 존경,"가정의 달에 가장 좋은 꽃 선물, 카네이션. 그 중에서도 스프레이 카네이션은 한 줄기의 여러 꽃송이가 달려있어 소량으로도 풍성한 연출이 가능해요. 다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워 입니다.",https://file.honestflower.kr/media/images/ingredientimage/1714956290/1509_square.webp
779,카오리 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1710289784/1272_square.webp
780,카우보이 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714956155/1508_square.webp
781,카이사르 카네이션,6,,여름,사랑과 존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714353483/1499_square.webp
783,캐롤라인 장미,6,,여름,"갈망,존경","코랄과 핑크 그 어딘가의 오묘한 산호빛을 가지고 있습니다. 너무 화려하지도, 연하지도 않은 컬러감을 가지고 있어 활용도가 좋은 장미 종류 중 하나입니다. 산호빛 색감이 모든 공간과 사람의 마음을 환히 밝혀주며 꽃잎이 부드러운 편이라 작은 상처가 생길 수 있어 더욱 섬세한 관리가 필요합니다.",https://file.honestflower.kr/media/images/ingredientimage/1709009118/1086_square.webp
545,캔들라이트 장미,6,,여름,"존경, 순결","캔들의 불빛처럼 은은한 크림빛을 가진 잎들은 개화하면서 우윳빛으로 변하며 별모양의 화형으로 피어납니다. 완전 개화 시, 화려한 볼륨감과 프리미엄 라인에 걸맞은 아름다운 자태, 그리고 달큰한 향기까지 경험할 수 있는 장미입니다.",https://file.honestflower.kr/media/images/ingredientimage/1709009017/1082_square.webp
784,컨트리블루스 장미,6,,여름,잊을 수 없어요,"짙은 핑크빛에 푸른 라벤더 색조가 어우러진, 섬세하게 물결진 꽃잎 주름을 자세히 들여다보면 하트 모양을 찾아보실 수 있어요. 이 로맨틱한 화형과 우아하면서 고급스러운 색감은 어디에서나 쉽게 접할 수 없죠. 매혹적인 핑크-와인빛 얼굴이 만개하면 가든 로즈 장미가 주는 특별함을 만끽할 수 있어요.",https://file.honestflower.kr/media/images/ingredientimage/1709004823/1062_square.webp
786,코마치 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714957356/1512_square.webp
788,코파카바나 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1694418432/468_square.webp
790,퀵샌드 장미,6,,여름,"편안함, 포근함",마치 소녀에서 숙녀로 성장하는 기분마저 드는 수수함에서 우아함으로 분위기가 전환되는 모습의 개화과정을 가진 퀵샌드 장미입니다. 프리미엄 장미 종류에 속하며 비교적 화형이 크고 화려하지만 색감은 편안해요. Earth colors 의 안락한 색감을 완벽하게 표현하고 있어 특별합니다.,https://file.honestflower.kr/media/images/ingredientimage/1708917742/883_square.webp
791,큐트 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714090910/1493_square.webp
792,큐티걸 장미,6,,여름,수줍음,"오렌지빛 컬러에 핑크를 한두방울 섞여 달콤함이 더해진, 큐티걸 장미는 별모양을 연상시키는 모양으로 화형이 특징입니다. 겉보기와는 다르게 만개된 화형이 굉장히 화려하며 개화될수록 색감이 점점 연해지는 특성을 가졌어요. 상대적으로 가시가 적어서 손질이 쉬운 편이기 때문에 초보자분께 추천드립니다.",https://file.honestflower.kr/media/images/ingredientimage/1708917758/884_square.webp
794,클라란스 장미,6,,여름,"수줍음, 첫사랑의 고백",짙은 오렌지 컬러를 가진 스탠다드 장미입니다. 송이도 굉장히 크고 줄기도 단단해 물에 꽂아 담가두면 오랫동안 감상할 수 있습니다. 단독으로 연출해도 존재감 있고 다른 장미와 함께 연출해도 매력적인 장미입니다.,https://file.honestflower.kr/media/images/ingredientimage/1712632888/1363_square.webp
549,타이쿤 장미,6,,여름,수줍은 진심,왠지 모를 과일향이 느껴지는 타이쿤 장미는 망고 빛 꽃잎 끝에 엣지있게 물든 오렌지 컬러가 튀지않고 부드러워요. 개화할수록 드러나는 노란 색감이  보는이의 기분까지 피워줍니다. 얼굴이 단단하며 알이 꽉 차있는 장미라 개화 시 얼굴이 활짝 피어나며 가시가 적어 초보자 분들께 추천드려요.,https://file.honestflower.kr/media/images/ingredientimage/1708917790/885_square.webp
795,탱고 카네이션,6,,여름,사랑과 존경,"가정의 달에 가장 좋은 꽃 선물, 카네이션. 그 중에서도 스프레이 카네이션은 한 줄기의 여러 꽃송이가 달려있어 소량으로도 풍성한 연출이 가능해요. 다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워 입니다.",https://file.honestflower.kr/media/images/ingredientimage/1700804219/574_square.webp
122,토레니아,6,,여름,가련한 욕망,"꽃색은 보라색과 흰색이 잘 조화를 이루고 있는데, 꽃잎이 꽃말처럼 연약해 보인다. 꽃 모양이 작고 앙증맞아 화분에 심어 아래로 늘어뜨리면 보기 좋다.식물이 직립하여 자라지만 키가 작고 옆으로 잘 퍼지며 부드러운 털이 있다. 여름철 화단이나 분화 및 행잉용으로 이용할 수 있는 식물이다. 원래 따뜻한 곳에서 잘 자라기 때문에 우리나라처럼 여름에 더워도 별 문제없이 기를수 있다. 추위에는 약해 밖에서 월동이 어렵다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0627-3.jpg
123,토마토,6,,여름,완성된 아름다움,"토마토는 우리가 탐하는 것이 꽃이 아니라 완성된 열매인데다 이 과실들이 잘 익으면 빨갛게 물들어 보기에도 아름답기 때문에 붙여진 꽃말이 아닌가 싶다. 오늘의 꽃은 주제가 관상을 목적으로 하는 꽃 이야기라 관상측면에서 이야기한다.서양에는 관상용 토마토가 있어서 화분에 심고 관상을 하기도 하고, 실제 화훼용으로 개량되어 꽃 모양이 예쁜 품종들도 많이 나와 있다. 즉 S. jasminoides (영명 Potato vine)라고 하는 종은 덩굴성으로 자라는데, 여름과 가을에 자스민 꽃을 닮은 하얀 꽃들이 줄기덩굴에서 자연스럽게 피며 꽃에서 향기도 자스민처럼 진하다. 이미 화훼용으로 Album이라는 품종이 나와 있다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0628-1.jpg
373,투베로즈,6,,여름,위험한 쾌락,위험을 좋아합니다. 자극을 추구하고 즐거운 일에 탐닉하는 타입입니다.,https://mblogthumb-phinf.pstatic.net/MjAxODA3MzBfMTE1/MDAxNTMyOTU3NDkyMTAw.U7NVllEX7qrtKM6sBEp3YYwc7iysOEo_237RNJyn8A8g.-2vSHb5Ea73kY7DNXYKbAjgSK5_oNfBB9Hk7-uumLzEg.JPEG.jkhwa58/ED88ACEBB2A0EBA19CECA6881.jpg?type=w800
796,툴루즈 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714030449/1486_square.webp
797,튜베로즈,6,,여름,위험한 쾌락,"달콤한 향이 신비롭고 강해 인기가 많은 이 꽃은 우아한 모습과 동시에 후각적인 아름다움이 돋보입니다. 프랑스 그라스 지방에서 주로 재배되어 전 세계 향수 대부분의 원재료로 사용되고 있습니다. 장미, 재스민과 함께 3대 향수 원료 중 하나로, 대표적으로 샤* N0.5 향수와 딥티* 도손 향수의 재료로 사용됩니다.",https://file.honestflower.kr/media/images/ingredientimage/1708917813/886_square.webp
562,트윙클브라이드 장미,6,,여름,고마움,"빛나는 여자의 순간을 담은 장미 이름에 사랑스러움을 듬뿍 묻힌 컬러까지, 트윙클 '브라이드' 장미는 너무 완벽해요. 1단으로도 매우 풍성하게 관상할 수 있어 개화 전 몽우리 상태부터 만개 할 때까지 모든 과정을 천천히 관상해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1708917860/888_square.webp
800,티에폴로푸시아 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1714610678/1502_square.webp
801,티파니 장미,6,,여름,우리 함께 지내요,"고전 영화 [티파니에서 아침을] 속, 화사하게 빛나는 '홀리' 의 매력을 한껏 닮은 티파니 장미입니다. 청순한 베이스 컬러에 차분한 복숭아빛을 한방울 머금은 듯한 연한 코랄빛 컬러에 마음이 설레면서도 차분해져요.",https://file.honestflower.kr/media/images/ingredientimage/1708917881/889_square.webp
802,파리다 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1710725061/1286_square.webp
804,파스텔다마스커스 카네이션,6,,여름,존경,"다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워, 카네이션. 그 중 스탠다드 카네이션은 줄기의 마디가 발달된 꽃이라 마디와 마디사이가 부러지기 쉬우니 컨디셔닝 및 연출 시 주의해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1695288308/495_square.webp
806,팔로마 장미,6,,여름,고백 성공,레드핑크 그라데이션 색감이 강렬해서 단품으로도 충분히 매력적으로 사용할 수 있는 팔로마 장미는 한송이만 꽂아두어도 방 한켠이 화사해지는 좋은 꽃이예요. 화려한 반면에 다양한 소재와 잘 어울리는 신기한 장미이기도합니다. 그래서인지 늘 꾸준한 사랑을 받고 있습니다.,https://file.honestflower.kr/media/images/ingredientimage/1708917938/892_square.webp
807,팔로마 카네이션,6,,여름,사랑과 존경,"가정의 달에 가장 좋은 꽃 선물, 카네이션. 그 중에서도 스프레이 카네이션은 한 줄기의 여러 꽃송이가 달려있어 소량으로도 풍성한 연출이 가능해요. 다양한 컬러와 품종이 유통되기때문에 이제는 어버이날 이외에도 여러가지 플라워 믹스 용으로 사용하기에 좋은 대표 필러플라워 입니다.",https://file.honestflower.kr/media/images/ingredientimage/1710808867/1290_square.webp
808,팝아이 장미,6,,여름,"순결, 순진","하얀색 꽃잎에 옅은 초록빛이 은은하게 감도는 팝아이 장미는 다른 흰색 장미를 대체해서 써도 좋고, 같은 컬러의 스탠다드 장미와 믹스하여 연출하기 좋은 스프레이 장미입니다. 은근히 드러나는 그린 컬러감은 하얀 장미의 깨끗한 매력에 더욱 싱그럽게 다가갈 수 있게 해준답니다. 미니 셀프 부케로 추천드려요.",https://file.honestflower.kr/media/images/ingredientimage/1704671410/638_square.webp
